customer_id,signup_date,age_band,postal_district,income_tier,latent_segment,total_spend_24mo,avg_basket_size,visits_per_week,weekend_browse_fraction,luxury_category_fraction,distinct_categories,days_since_last_visit,marketing_email_open_rate
C00240,2026-04-09,25-34,23,mid,new_digital_native,72.75,31.7,1.0,0.37,0.486,5,5,0.534
C00241,2026-04-17,55+,17,mid,new_digital_native,47.0,29.25,2.0,0.51,0.535,5,21,0.588
C00242,2026-03-29,55+,17,mid,new_digital_native,42.5,46.12,0.28,0.25,0.413,4,21,0.342
C00243,2025-04-20,18-24,52,low,weekend_browser_bargain,2254.83,35.54,1.046,0.613,0.11,4,6,0.782
C00244,2024-06-06,25-34,54,low,weekend_browser_bargain,3254.48,46.44,0.796,0.767,0.157,3,2,0.188
C00245,2026-01-06,55+,52,low,lapsed_reactivatable,49.36,26.99,0.131,0.584,0.404,1,137,0.431
C00246,2024-12-24,55+,10,high,corporate_gifter_seasonal,5704.0,305.7,0.26,0.392,0.818,7,3,0.515
C00247,2024-08-29,25-34,03,high,lapsed_reactivatable,493.66,51.36,0.093,0.589,0.451,1,110,0.511
C00248,2025-07-28,35-44,10,high,corporate_gifter_seasonal,5106.57,336.69,0.39,0.493,0.879,4,5,0.433
C00249,2026-03-10,55+,16,mid,family_bulk_weekly,642.77,47.37,2.068,0.653,0.343,2,2,0.664
C00250,2026-04-14,18-24,17,mid,new_digital_native,26.08,34.44,0.778,0.368,0.372,1,7,0.504
C00251,2024-05-28,35-44,16,mid,family_bulk_weekly,12062.96,102.82,1.199,0.436,0.303,4,4,0.875
C00252,2026-04-05,55+,16,mid,new_digital_native,50.97,25.05,0.778,0.47,0.256,5,19,0.383
C00253,2025-04-03,35-44,01,high,weekday_luxury_regular,24813.9,157.71,2.455,0.194,0.821,4,0,0.687
C00254,2025-03-05,55+,02,high,weekday_luxury_regular,18638.59,133.98,2.283,0.083,0.859,6,1,0.465
C00255,2026-04-08,35-44,11,high,new_digital_native,71.64,34.95,0.933,0.38,0.509,2,23,0.292
C00256,2025-05-26,25-34,77,low,weekend_browser_bargain,1467.8,40.0,0.949,0.699,0.181,1,1,0.425
C00257,2026-04-16,25-34,02,high,new_digital_native,50.4,54.97,1.0,0.421,0.334,6,2,0.165
C00258,2025-05-04,55+,10,high,corporate_gifter_seasonal,4415.25,276.82,0.277,0.365,0.72,4,5,0.845
C00259,2025-09-09,25-34,11,high,family_bulk_weekly,6372.68,150.92,1.146,0.671,0.394,4,5,0.776
C00260,2025-03-07,25-34,77,low,weekend_browser_bargain,1469.9,34.76,0.748,0.78,0.0,5,5,0.408
C00261,2026-04-21,18-24,24,mid,new_digital_native,66.45,34.06,2.0,0.494,0.445,3,28,0.544
C00262,2024-07-15,45-54,10,high,family_bulk_weekly,2226.32,26.21,1.028,0.43,0.314,7,0,0.696
C00263,2024-08-26,18-24,77,low,weekend_browser_bargain,1626.01,33.41,0.671,0.626,0.081,2,5,0.556
C00264,2025-05-03,18-24,76,low,weekend_browser_bargain,1758.67,41.33,0.868,0.775,0.0,4,0,0.471
C00265,2024-05-23,45-54,77,low,lapsed_reactivatable,1180.37,64.51,0.16,0.389,0.364,1,111,0.125
C00266,2025-12-31,25-34,76,low,weekend_browser_bargain,467.06,54.27,0.558,0.906,0.142,2,5,0.179
C00267,2025-03-28,45-54,24,mid,casual_long_tail,1211.88,55.59,0.358,0.525,0.596,6,0,0.485
C00268,2025-07-30,25-34,77,low,weekend_browser_bargain,922.15,28.89,0.839,0.688,0.097,2,4,0.422
C00269,2025-05-14,45-54,78,low,family_bulk_weekly,4188.27,70.16,1.16,0.531,0.137,4,2,0.403
C00270,2025-07-27,25-34,52,low,casual_long_tail,1803.19,64.05,0.752,0.484,0.424,4,1,0.405
C00271,2025-08-12,18-24,78,low,weekend_browser_bargain,964.69,39.36,0.744,0.848,0.0,2,0,0.436
C00272,2025-04-01,18-24,78,low,weekend_browser_bargain,1987.87,38.2,0.995,0.716,0.0,2,6,0.691
C00273,2024-12-18,18-24,76,low,weekend_browser_bargain,1832.73,33.48,0.841,0.745,0.0,3,3,0.195
C00274,2026-04-16,45-54,54,low,new_digital_native,116.61,54.8,2.0,0.441,0.427,10,9,0.858
C00275,2025-12-01,55+,76,low,lapsed_reactivatable,57.75,31.68,0.098,0.37,0.353,1,72,0.139
C00276,2026-04-22,35-44,24,mid,new_digital_native,50.83,40.65,1.0,0.5,0.364,6,14,0.62
C00277,2024-10-24,55+,52,low,family_bulk_weekly,7954.03,99.01,1.064,0.513,0.425,3,5,0.403
C00278,2024-05-12,35-44,10,high,corporate_gifter_seasonal,5640.65,215.04,0.256,0.403,0.629,6,0,0.677
C00279,2026-01-16,18-24,76,low,weekend_browser_bargain,207.23,45.95,0.361,0.854,0.0,2,2,0.482
C00280,2026-01-25,55+,23,mid,casual_long_tail,704.65,60.56,0.875,0.344,0.446,6,1,0.534
C00281,2025-03-26,55+,53,low,casual_long_tail,1413.72,46.98,0.588,0.56,0.292,8,0,0.573
C00282,2025-12-22,25-34,54,low,weekend_browser_bargain,570.92,32.29,0.975,0.713,0.133,4,3,0.259
C00283,2026-03-17,35-44,02,high,weekday_luxury_regular,2509.28,265.22,1.703,0.0,0.856,6,0,0.623
C00284,2024-05-17,25-34,53,low,weekend_browser_bargain,2668.17,27.85,0.873,0.77,0.153,5,0,0.482
C00285,2026-03-29,18-24,11,high,new_digital_native,45.81,47.07,0.28,0.462,0.386,1,12,0.729
C00286,2025-07-18,25-34,02,high,family_bulk_weekly,7958.55,98.65,1.606,0.518,0.302,4,5,0.403
C00287,2026-03-29,45-54,17,mid,new_digital_native,88.47,45.88,0.56,0.555,0.332,5,24,0.766
C00288,2025-03-04,35-44,16,mid,family_bulk_weekly,4885.59,77.11,1.181,0.576,0.222,6,0,0.458
C00289,2024-12-23,55+,52,low,family_bulk_weekly,4664.07,85.75,0.936,0.558,0.154,3,2,0.304
C00290,2026-01-11,35-44,16,mid,casual_long_tail,293.62,40.9,0.549,0.545,0.39,4,4,0.111
C00291,2024-05-04,35-44,01,high,family_bulk_weekly,9467.69,77.67,1.071,0.732,0.306,6,6,0.703
C00292,2026-03-01,55+,17,mid,lapsed_reactivatable,98.32,44.14,0.264,0.556,0.3,5,129,0.328
C00293,2025-01-26,55+,01,high,weekday_luxury_regular,36627.43,194.97,2.726,0.096,0.799,4,1,0.515
C00294,2024-10-12,45-54,01,high,weekday_luxury_regular,26612.49,120.64,2.534,0.266,0.717,10,1,0.834
C00295,2026-04-01,25-34,03,high,new_digital_native,79.36,42.37,0.636,0.589,0.432,5,19,0.404
C00296,2024-11-06,18-24,52,low,weekend_browser_bargain,2137.29,40.8,0.709,0.785,0.003,2,0,0.745
C00297,2024-06-16,25-34,54,low,weekend_browser_bargain,2728.59,38.89,0.808,0.842,0.185,4,2,0.369
C00298,2024-11-29,55+,01,high,weekday_luxury_regular,34013.45,219.33,2.402,0.135,0.928,10,2,0.44
C00299,2026-04-12,35-44,24,mid,new_digital_native,76.93,33.97,1.273,0.375,0.46,5,17,0.527
C00300,2024-11-29,55+,11,high,weekday_luxury_regular,36778.67,201.38,2.594,0.253,0.975,4,1,0.772
C00301,2024-10-11,35-44,03,high,weekday_luxury_regular,36656.25,198.64,2.242,0.175,0.805,4,3,0.834
C00302,2024-07-05,35-44,23,mid,casual_long_tail,2984.53,56.69,0.639,0.574,0.403,4,5,0.823
C00303,2024-12-03,18-24,54,low,weekend_browser_bargain,2190.94,36.14,0.927,0.817,0.003,4,1,0.212
C00304,2026-02-05,45-54,03,high,casual_long_tail,521.73,68.52,0.636,0.527,0.51,8,2,0.344
C00305,2026-04-23,45-54,17,mid,new_digital_native,132.09,53.22,2.0,0.556,0.308,5,6,0.463
C00306,2026-04-09,35-44,16,mid,new_digital_native,41.74,40.5,0.5,0.43,0.54,8,26,0.529
C00307,2025-06-18,18-24,52,low,family_bulk_weekly,3470.63,94.68,0.997,0.494,0.45,4,5,0.205
C00308,2025-07-06,35-44,23,mid,family_bulk_weekly,6586.63,119.64,1.227,0.466,0.04,4,4,0.396
C00309,2025-10-08,45-54,76,low,casual_long_tail,1441.81,54.34,0.817,0.572,0.543,8,5,0.373
C00310,2024-09-11,18-24,77,low,lapsed_reactivatable,387.82,41.98,0.095,0.365,0.298,5,107,0.583
C00311,2024-11-13,45-54,15,mid,lapsed_reactivatable,309.37,64.15,0.067,0.554,0.408,5,130,0.435
C00312,2025-06-01,35-44,10,high,weekday_luxury_regular,29488.64,265.44,2.684,0.157,0.88,10,3,0.489
C00313,2025-03-03,25-34,54,low,weekend_browser_bargain,1285.87,33.76,0.707,0.705,0.364,4,3,0.14
C00314,2026-04-02,45-54,10,high,new_digital_native,122.23,56.34,0.667,0.395,0.55,5,29,0.505
C00315,2025-07-17,45-54,01,high,weekday_luxury_regular,10995.94,113.74,2.4,0.192,0.748,9,2,0.669
C00316,2025-10-12,45-54,03,high,family_bulk_weekly,4394.76,127.43,1.124,0.513,0.332,1,2,0.748
C00317,2025-12-29,18-24,78,low,weekend_browser_bargain,378.68,32.04,0.67,0.764,0.0,5,1,0.396
C00318,2025-12-14,25-34,52,low,weekend_browser_bargain,418.04,39.81,0.592,0.734,0.0,4,2,0.479
C00319,2024-12-30,25-34,53,low,weekend_browser_bargain,1758.86,33.38,0.818,0.675,0.035,3,5,0.134
C00320,2024-07-25,35-44,16,mid,lapsed_reactivatable,932.72,75.24,0.132,0.48,0.458,6,161,0.365
C00321,2024-06-11,45-54,11,high,weekday_luxury_regular,25308.87,99.21,2.457,0.161,0.705,8,0,0.848
C00322,2025-11-29,45-54,10,high,corporate_gifter_seasonal,344.59,96.93,0.193,0.321,0.741,7,3,0.31
C00323,2026-04-23,45-54,78,low,new_digital_native,132.02,68.31,2.0,0.433,0.222,7,24,0.542
C00324,2026-03-29,35-44,23,mid,new_digital_native,84.02,42.65,0.56,0.506,0.543,2,16,0.795
C00325,2026-03-29,25-34,77,low,new_digital_native,57.19,66.36,0.28,0.445,0.468,4,24,0.524
C00326,2024-07-21,35-44,16,mid,lapsed_reactivatable,343.69,33.14,0.098,0.593,0.485,2,69,0.332
C00327,2025-05-17,35-44,15,mid,family_bulk_weekly,3828.34,82.73,1.109,0.658,0.34,1,3,0.591
C00328,2025-03-03,25-34,54,low,weekend_browser_bargain,1480.09,38.54,0.791,0.85,0.041,1,4,0.651
C00329,2025-01-22,45-54,24,mid,casual_long_tail,951.99,23.99,0.522,0.629,0.318,4,2,0.577
C00330,2025-04-29,45-54,78,low,casual_long_tail,1222.53,41.32,0.604,0.458,0.293,5,5,0.378
C00331,2026-02-03,55+,10,high,corporate_gifter_seasonal,756.54,243.02,0.266,0.41,0.575,5,6,0.574
C00332,2024-09-28,18-24,24,mid,casual_long_tail,2982.09,63.59,0.551,0.456,0.409,4,1,0.413
C00333,2024-09-10,25-34,54,low,family_bulk_weekly,7472.32,78.6,1.115,0.481,0.384,3,1,0.704
C00334,2026-04-06,35-44,17,mid,new_digital_native,72.76,71.37,0.412,0.581,0.291,4,27,0.705
C00335,2026-04-19,45-54,78,low,new_digital_native,42.65,24.54,2.0,0.458,0.427,4,20,0.481
C00336,2024-12-29,25-34,24,mid,casual_long_tail,2687.05,62.04,0.627,0.572,0.5,6,5,0.621
C00337,2024-09-08,35-44,10,high,casual_long_tail,1871.32,32.59,0.721,0.6,0.413,3,6,0.418
C00338,2025-03-15,35-44,10,high,casual_long_tail,1818.04,45.2,0.71,0.46,0.29,3,0,0.604
C00339,2024-10-09,18-24,53,low,weekend_browser_bargain,1611.2,34.35,0.699,0.707,0.054,2,5,0.301
C00340,2025-09-11,25-34,11,high,family_bulk_weekly,4534.33,123.62,1.094,0.473,0.303,3,6,0.492
C00341,2024-12-26,35-44,03,high,family_bulk_weekly,10446.42,132.87,1.058,0.508,0.098,1,5,0.445
C00342,2025-10-24,35-44,76,low,family_bulk_weekly,2789.42,121.79,1.044,0.617,0.34,7,5,0.627
C00343,2024-10-21,18-24,17,mid,casual_long_tail,2573.57,50.73,0.599,0.481,0.349,5,5,0.521
C00344,2024-10-22,18-24,77,low,weekend_browser_bargain,988.49,18.37,0.69,0.802,0.079,4,0,0.534
C00345,2026-03-17,45-54,02,high,casual_long_tail,62.3,59.74,0.189,0.622,0.431,5,3,0.755
C00346,2025-10-03,18-24,78,low,weekend_browser_bargain,915.25,45.68,0.728,0.733,0.0,4,3,0.551
C00347,2024-06-24,45-54,16,mid,lapsed_reactivatable,850.75,47.74,0.189,0.597,0.477,4,116,0.429
C00348,2024-10-17,18-24,54,low,weekend_browser_bargain,959.29,17.73,0.772,0.671,0.0,3,3,0.682
C00349,2024-11-03,25-34,03,high,family_bulk_weekly,10010.9,113.87,0.901,0.546,0.289,5,0,0.519
C00350,2024-10-30,55+,77,low,family_bulk_weekly,7249.15,97.03,0.946,0.545,0.276,7,2,0.22
C00351,2026-04-22,35-44,16,mid,new_digital_native,57.21,38.8,2.0,0.577,0.318,8,1,0.418
C00352,2025-03-02,35-44,16,mid,family_bulk_weekly,5725.42,75.39,1.326,0.535,0.096,7,6,0.629
C00353,2025-12-04,55+,02,high,weekday_luxury_regular,6773.63,125.02,2.6,0.203,0.696,5,5,0.856
C00354,2025-03-02,35-44,53,low,casual_long_tail,2619.52,45.48,0.823,0.602,0.502,6,1,0.602
C00355,2024-06-03,45-54,10,high,weekday_luxury_regular,45168.51,186.21,2.692,0.0,0.904,3,0,0.736
C00356,2026-02-05,35-44,23,mid,casual_long_tail,315.41,42.22,0.727,0.576,0.285,4,1,0.327
C00357,2026-02-14,25-34,53,low,weekend_browser_bargain,486.92,49.24,1.029,0.755,0.144,5,6,0.399
C00358,2026-03-25,45-54,17,mid,new_digital_native,45.08,21.06,0.483,0.516,0.345,6,17,0.509
C00359,2025-08-11,18-24,53,low,weekend_browser_bargain,1392.77,46.19,0.961,0.822,0.0,4,3,0.327
C00360,2025-06-16,35-44,11,high,casual_long_tail,1455.87,52.94,0.653,0.643,0.399,1,1,0.633
C00361,2025-09-09,18-24,77,low,weekend_browser_bargain,610.33,26.4,0.619,0.829,0.018,4,2,0.622
C00362,2024-10-15,55+,15,mid,family_bulk_weekly,7409.17,89.57,1.148,0.55,0.272,3,1,0.466
C00363,2025-05-31,45-54,01,high,weekday_luxury_regular,27719.23,220.25,2.612,0.114,0.89,7,3,0.541
C00364,2025-02-19,25-34,53,low,weekend_browser_bargain,1661.82,37.82,0.687,0.785,0.24,5,1,0.221
C00365,2025-01-13,35-44,53,low,lapsed_reactivatable,667.99,71.5,0.12,0.381,0.535,2,97,0.44
C00366,2026-03-31,55+,03,high,new_digital_native,41.67,39.09,0.304,0.415,0.25,1,19,0.48
C00367,2025-07-20,35-44,03,high,family_bulk_weekly,3652.23,102.11,0.884,0.509,0.286,5,0,0.347
C00368,2025-10-06,55+,11,high,weekday_luxury_regular,9312.12,150.41,2.146,0.347,1.0,4,6,0.699
C00369,2025-11-26,55+,52,low,family_bulk_weekly,2196.58,79.89,1.23,0.497,0.236,4,6,0.304
C00370,2024-09-19,25-34,17,mid,family_bulk_weekly,8803.05,96.5,1.096,0.483,0.259,6,0,0.461
C00371,2024-08-18,55+,10,high,weekday_luxury_regular,30639.44,138.82,2.375,0.229,0.948,5,6,0.458
C00372,2025-06-08,25-34,53,low,weekend_browser_bargain,1145.95,29.25,0.922,0.792,0.074,4,6,0.636
C00373,2026-01-07,25-34,03,high,lapsed_reactivatable,114.12,53.42,0.132,0.567,0.257,3,171,0.946
C00374,2026-02-28,25-34,16,mid,casual_long_tail,171.45,41.71,0.519,0.499,0.288,9,4,0.179
C00375,2024-11-24,45-54,03,high,weekday_luxury_regular,30184.4,143.56,2.474,0.045,0.812,5,1,0.324
C00376,2025-06-13,25-34,77,low,family_bulk_weekly,5025.09,102.86,1.271,0.618,0.256,2,1,0.592
C00377,2025-08-30,55+,52,low,casual_long_tail,1138.0,52.53,0.564,0.524,0.191,6,3,0.551
C00378,2024-08-15,25-34,54,low,family_bulk_weekly,10554.29,115.27,1.114,0.63,0.297,3,0,0.22
C00379,2025-06-01,25-34,15,mid,lapsed_reactivatable,123.84,76.46,0.043,0.386,0.299,5,162,0.133
C00380,2025-07-06,35-44,24,mid,lapsed_reactivatable,623.44,80.72,0.168,0.642,0.327,1,157,0.858
C00381,2026-04-18,18-24,02,high,new_digital_native,32.69,32.98,1.0,0.466,0.256,2,10,0.387
C00382,2025-02-21,55+,17,mid,casual_long_tail,907.27,21.99,0.608,0.462,0.405,3,4,0.507
C00383,2024-10-31,18-24,78,low,weekend_browser_bargain,2567.0,32.85,0.857,0.863,0.0,5,3,0.22
C00384,2025-12-08,45-54,52,low,family_bulk_weekly,2903.84,108.29,1.287,0.522,0.248,5,2,0.486
C00385,2026-04-02,35-44,54,low,new_digital_native,63.45,58.19,0.333,0.426,0.435,2,5,0.587
C00386,2026-03-31,25-34,03,high,new_digital_native,46.9,44.71,0.304,0.497,0.417,2,11,0.473
C00387,2026-02-19,18-24,76,low,weekend_browser_bargain,209.26,35.19,0.667,0.882,0.016,1,2,0.423
C00388,2024-11-04,25-34,53,low,family_bulk_weekly,9694.6,119.9,1.204,0.548,0.189,6,1,0.144
C00389,2026-02-12,18-24,54,low,weekend_browser_bargain,103.22,23.67,0.5,0.807,0.111,2,2,0.449
C00390,2025-02-24,45-54,03,high,corporate_gifter_seasonal,1534.28,177.8,0.132,0.338,0.791,4,6,0.618
C00391,2025-02-05,25-34,03,high,lapsed_reactivatable,594.38,59.19,0.19,0.544,0.464,5,88,0.731
C00392,2026-04-01,35-44,03,high,new_digital_native,75.29,39.89,0.636,0.477,0.598,5,27,0.706
C00393,2025-01-18,55+,16,mid,lapsed_reactivatable,742.8,49.56,0.213,0.576,0.286,5,178,0.417
C00394,2025-12-26,25-34,01,high,corporate_gifter_seasonal,1007.51,338.17,0.178,0.244,0.788,7,5,0.594
C00395,2025-06-09,45-54,10,high,family_bulk_weekly,6543.0,121.26,1.299,0.384,0.206,8,6,0.571
C00396,2024-12-12,25-34,53,low,lapsed_reactivatable,718.05,73.49,0.127,0.515,0.46,8,121,0.528
C00397,2025-03-04,25-34,01,high,casual_long_tail,3090.01,62.33,0.759,0.533,0.302,5,2,0.319
C00398,2025-12-29,35-44,02,high,weekday_luxury_regular,4753.89,134.26,2.07,0.136,0.888,10,5,0.599
C00399,2024-10-18,25-34,11,high,corporate_gifter_seasonal,4346.65,283.63,0.152,0.291,0.737,5,3,0.33
C00400,2025-12-01,35-44,01,high,weekday_luxury_regular,10545.91,179.99,2.643,0.267,0.622,5,5,0.147
C00401,2024-10-08,55+,01,high,lapsed_reactivatable,569.65,55.87,0.125,0.632,0.368,1,80,0.597
C00402,2024-07-13,25-34,76,low,weekend_browser_bargain,5111.79,53.9,1.025,0.775,0.218,4,5,0.454
C00403,2026-04-12,18-24,78,low,new_digital_native,44.36,53.39,0.636,0.309,0.521,8,12,0.599
C00404,2024-10-18,25-34,52,low,casual_long_tail,1785.42,40.14,0.571,0.551,0.48,4,5,0.76
C00405,2026-02-03,35-44,52,low,lapsed_reactivatable,232.06,77.18,0.266,0.534,0.489,3,169,0.295
C00406,2025-10-09,25-34,02,high,family_bulk_weekly,5489.4,134.57,1.429,0.489,0.361,4,4,0.322
C00407,2025-02-27,25-34,76,low,weekend_browser_bargain,2238.3,47.81,0.8,0.838,0.129,4,5,0.579
C00408,2024-09-30,25-34,76,low,weekend_browser_bargain,2271.89,37.72,0.749,0.8,0.159,3,2,0.135
C00409,2024-05-17,25-34,03,high,corporate_gifter_seasonal,14258.98,383.29,0.327,0.501,0.73,6,0,0.282
C00410,2026-03-27,18-24,77,low,new_digital_native,50.34,43.19,0.259,0.474,0.299,3,14,0.254
C00411,2025-07-23,35-44,03,high,lapsed_reactivatable,462.39,50.51,0.23,0.546,0.407,2,80,0.262
C00412,2025-02-18,18-24,78,low,family_bulk_weekly,3574.42,62.79,1.175,0.509,0.24,2,5,0.439
C00413,2026-03-25,25-34,77,low,new_digital_native,29.97,34.5,0.241,0.392,0.556,8,3,0.398
C00414,2025-04-05,25-34,23,mid,casual_long_tail,1376.04,37.27,0.658,0.436,0.397,9,2,0.482
C00415,2025-05-07,35-44,10,high,corporate_gifter_seasonal,6454.63,293.02,0.359,0.281,0.822,7,5,0.681
C00416,2024-05-28,25-34,77,low,casual_long_tail,1543.12,28.71,0.655,0.547,0.364,1,6,0.178
C00417,2024-11-11,45-54,03,high,weekday_luxury_regular,29912.09,143.49,2.572,0.28,0.747,8,5,0.569
C00418,2024-11-14,18-24,52,low,casual_long_tail,2948.57,70.28,0.6,0.358,0.67,3,0,0.582
C00419,2025-11-19,25-34,17,mid,family_bulk_weekly,2228.94,89.4,1.084,0.551,0.305,4,5,0.22
C00420,2024-10-11,25-34,52,low,weekend_browser_bargain,3237.14,38.42,1.102,0.701,0.001,2,5,0.217
C00421,2025-06-30,55+,76,low,family_bulk_weekly,6023.91,129.07,1.178,0.608,0.296,6,2,0.629
C00422,2024-06-08,35-44,03,high,weekday_luxury_regular,33276.45,153.83,2.548,0.049,0.854,11,5,0.442
C00423,2025-09-17,45-54,10,high,weekday_luxury_regular,15491.07,146.72,2.794,0.089,0.881,6,4,0.476
C00424,2025-04-25,55+,53,low,lapsed_reactivatable,537.31,42.86,0.231,0.553,0.495,3,71,0.686
C00425,2026-01-13,35-44,24,mid,lapsed_reactivatable,57.17,59.01,0.07,0.497,0.371,4,91,0.395
C00426,2025-12-27,25-34,52,low,lapsed_reactivatable,166.54,76.18,0.12,0.516,0.165,2,129,0.543
C00427,2024-08-06,25-34,23,mid,lapsed_reactivatable,602.12,67.78,0.112,0.52,0.33,2,72,0.76
C00428,2025-03-11,25-34,52,low,family_bulk_weekly,7283.39,91.27,1.51,0.598,0.27,4,0,0.685
C00429,2024-10-05,25-34,52,low,weekend_browser_bargain,3241.16,41.38,0.942,0.663,0.137,5,3,0.433
C00430,2025-01-27,18-24,02,high,lapsed_reactivatable,665.93,59.3,0.186,0.571,0.276,7,62,0.253
C00431,2025-10-08,35-44,17,mid,lapsed_reactivatable,364.03,65.18,0.213,0.279,0.48,5,162,0.567
C00432,2024-05-28,25-34,77,low,weekend_browser_bargain,3346.27,43.5,0.806,0.813,0.008,5,5,0.465
C00433,2024-12-18,18-24,01,high,lapsed_reactivatable,268.57,82.22,0.043,0.665,0.375,1,91,0.687
C00434,2025-08-02,55+,10,high,weekday_luxury_regular,25089.81,213.85,2.784,0.019,0.755,3,5,0.33
C00435,2026-03-28,25-34,77,low,new_digital_native,41.94,37.62,0.269,0.546,0.553,3,20,0.26
C00436,2025-07-15,25-34,01,high,corporate_gifter_seasonal,1628.13,256.31,0.149,0.329,0.802,6,6,0.781
C00437,2024-09-12,25-34,54,low,family_bulk_weekly,11714.19,113.65,1.155,0.508,0.211,4,6,0.603
C00438,2026-04-03,35-44,17,mid,new_digital_native,90.99,51.55,0.7,0.553,0.442,3,2,0.554
C00439,2025-05-09,25-34,01,high,casual_long_tail,1280.55,38.98,0.662,0.306,0.354,4,6,0.709
C00440,2025-11-20,25-34,53,low,weekend_browser_bargain,383.78,30.83,0.636,0.711,0.182,4,1,0.319
C00441,2026-04-07,45-54,54,low,new_digital_native,33.76,36.4,0.438,0.424,0.477,5,23,0.54
C00442,2025-09-12,25-34,52,low,casual_long_tail,863.23,54.16,0.565,0.499,0.402,3,4,0.106
C00443,2024-12-18,55+,03,high,family_bulk_weekly,8028.32,97.66,1.283,0.54,0.26,3,2,0.785
C00444,2025-02-11,25-34,24,mid,casual_long_tail,1087.37,34.98,0.45,0.512,0.487,6,6,0.559
C00445,2026-04-22,25-34,78,low,new_digital_native,38.92,37.15,1.0,0.541,0.423,2,24,0.798
C00446,2024-10-11,55+,77,low,lapsed_reactivatable,907.24,74.12,0.138,0.502,0.319,2,94,0.284
C00447,2025-01-25,18-24,54,low,weekend_browser_bargain,2310.1,43.87,0.788,0.757,0.131,2,5,0.494
C00448,2026-04-01,55+,53,low,new_digital_native,87.43,45.11,0.636,0.462,0.468,4,12,0.339
C00449,2024-08-09,55+,03,high,weekday_luxury_regular,34755.67,138.27,2.431,0.218,0.858,9,6,0.635
C00450,2026-03-02,35-44,17,mid,lapsed_reactivatable,64.71,54.53,0.135,0.53,0.239,5,157,0.442
C00451,2025-12-11,25-34,76,low,family_bulk_weekly,2383.6,79.96,1.632,0.522,0.163,1,3,0.697
C00452,2025-09-12,25-34,53,low,family_bulk_weekly,5861.01,123.0,1.35,0.546,0.497,2,6,0.734
C00453,2025-10-10,45-54,11,high,casual_long_tail,414.44,26.55,0.538,0.442,0.313,8,2,0.375
C00454,2026-04-23,55+,16,mid,new_digital_native,127.14,66.16,2.0,0.417,0.524,5,14,0.557
C00455,2024-08-07,35-44,10,high,corporate_gifter_seasonal,5348.37,207.57,0.258,0.32,0.722,3,5,0.325
C00456,2026-04-19,25-34,53,low,new_digital_native,54.1,47.02,1.0,0.563,0.199,6,7,0.352
C00457,2025-11-24,35-44,10,high,family_bulk_weekly,3657.06,110.7,1.447,0.515,0.224,4,3,0.463
C00458,2026-02-15,55+,53,low,lapsed_reactivatable,288.97,71.46,0.418,0.564,0.374,2,90,0.44
C00459,2025-01-26,35-44,54,low,family_bulk_weekly,6381.14,100.67,1.177,0.552,0.178,9,6,0.557
C00460,2026-03-03,18-24,02,high,casual_long_tail,341.84,62.22,0.824,0.535,0.46,7,5,0.725
C00461,2025-01-31,18-24,76,low,weekend_browser_bargain,3011.71,47.92,0.83,0.738,0.0,4,3,0.284
C00462,2024-10-13,18-24,52,low,lapsed_reactivatable,1564.84,99.7,0.189,0.64,0.483,6,85,0.757
C00463,2024-11-11,55+,02,high,weekday_luxury_regular,46764.3,223.87,2.572,0.23,0.803,4,6,0.346
C00464,2025-05-21,18-24,76,low,weekend_browser_bargain,1674.1,35.16,0.831,0.621,0.169,1,1,0.5
C00465,2026-01-04,55+,02,high,weekday_luxury_regular,7710.44,215.39,2.505,0.125,0.834,4,6,0.535
C00466,2025-12-06,55+,54,low,family_bulk_weekly,1239.35,71.91,1.014,0.744,0.288,5,6,0.538
C00467,2024-07-11,45-54,01,high,weekday_luxury_regular,45692.87,198.33,2.548,0.155,1.0,5,6,0.483
C00468,2024-10-24,35-44,11,high,weekday_luxury_regular,24104.17,134.12,2.513,0.161,0.76,6,6,0.809
C00469,2026-03-28,35-44,78,low,new_digital_native,112.3,61.02,0.538,0.53,0.373,5,8,0.708
C00470,2024-11-25,18-24,76,low,weekend_browser_bargain,2320.59,42.47,0.79,0.713,0.034,1,4,0.798
C00471,2025-04-27,18-24,52,low,family_bulk_weekly,6377.26,117.19,1.125,0.629,0.255,5,1,0.454
C00472,2026-04-20,55+,16,mid,new_digital_native,82.69,38.33,2.0,0.468,0.408,2,26,0.383
C00473,2024-11-10,45-54,16,mid,casual_long_tail,2087.68,58.0,0.503,0.457,0.385,4,0,0.289
C00474,2024-06-21,25-34,78,low,family_bulk_weekly,9104.11,63.58,1.314,0.44,0.142,7,2,0.385
C00475,2025-09-15,35-44,15,mid,lapsed_reactivatable,197.75,65.81,0.095,0.482,0.337,7,83,0.538
C00476,2026-04-03,45-54,53,low,new_digital_native,54.49,28.34,0.7,0.409,0.359,6,29,0.379
C00477,2025-07-29,25-34,53,low,lapsed_reactivatable,202.08,46.65,0.131,0.504,0.461,6,76,0.232
C00478,2024-09-06,45-54,76,low,lapsed_reactivatable,838.94,46.54,0.224,0.447,0.384,2,90,0.803
C00479,2026-04-12,55+,78,low,new_digital_native,52.23,58.94,0.636,0.313,0.518,5,3,0.251
C00480,2024-09-26,55+,11,high,weekday_luxury_regular,38434.82,195.55,2.415,0.322,0.864,3,0,0.39
